X,geneID,transcriptID,transcriptName,classification,hybrid,rownum,chr,start,stop,strand,method,type
818661,ENSG00000253951,ENST00000518788,CCT3P1-201,single_exon,none,818661,chr8,16275681,16276296,+,HAVANA,exon
818664,ENSG00000253934,ENST00000521066,MRPL49P2-201,single_exon,none,818664,chr8,16374618,16375082,+,HAVANA,exon
818691,ENSG00000264092,ENST00000583485,RN7SL474P-201,single_exon,none,818691,chr8,16863196,16863496,-,ENSEMBL,exon
818702,ENSG00000289225,ENST00000691434,ENST00000691434,single_exon,none,818702,chr8,17026456,17027195,-,HAVANA,exon
818762,ENSG00000244113,ENST00000460497,ENST00000460497,single_exon,none,818762,chr8,17150301,17150888,-,HAVANA,exon
818859,ENSG00000289145,ENST00000691431,ENST00000691431,single_exon,none,818859,chr8,17226029,17228085,+,HAVANA,exon
819012,ENSG00000214607,ENST00000398655,ADAM24P-201,single_exon,none,819012,chr8,17469518,17471618,+,HAVANA,exon
819097,ENSG00000279271,ENST00000623309,ENST00000623309,single_exon,none,819097,chr8,17498647,17499238,-,HAVANA,exon
819100,ENSG00000280453,ENST00000624786,ENST00000624786,single_exon,none,819100,chr8,17498737,17499157,+,HAVANA,exon
819103,ENSG00000279903,ENST00000623580,SLC7A2-IT1-201,single_exon,none,819103,chr8,17500012,17500605,+,HAVANA,exon
819106,ENSG00000279932,ENST00000624433,ENST00000624433,single_exon,none,819106,chr8,17510613,17511300,+,HAVANA,exon
819133,ENSG00000277466,ENST00000610471,ENST00000610471,single_exon,none,819133,chr8,17596312,17596378,-,HAVANA,exon
819377,ENSG00000265520,ENST00000584165,MIR548V-201,single_exon,none,819377,chr8,17681578,17681657,-,ENSEMBL,exon
819384,ENSG00000212280,ENST00000390978,RNA5SP256-201,single_exon,none,819384,chr8,17748118,17748230,+,ENSEMBL,exon
819798,ENSG00000104763,ENST00000637752,ASAH1-256,single_exon,HFE,819798,chr8,18056456,18059163,-,HAVANA,exon
820334,ENSG00000104763,ENST00000523744,ASAH1-212,single_exon,HFE,820334,chr8,18062932,18068671,-,HAVANA,exon
820426,ENSG00000104763,ENST00000637840,ASAH1-260,single_exon,HFE,820426,chr8,18075858,18076682,-,HAVANA,exon
820429,ENSG00000245281,ENST00000702451,ASAH1-AS1-209,single_exon,HFE,820429,chr8,18084384,18086841,+,HAVANA,exon
820470,ENSG00000253384,ENST00000517431,ENST00000517431,single_exon,none,820470,chr8,18088569,18089687,-,HAVANA,exon
820512,ENSG00000171428,ENST00000520546,"NAT1-207",single_exon,HFE,820512,chr8,18221777,18223222,+,HAVANA,exon
820515,ENSG00000254015,ENST00000518144,MTND4LP26-201,single_exon,none,820515,chr8,18200924,18201205,-,HAVANA,exon
820518,ENSG00000253937,ENST00000523491,"NATP-201",single_exon,none,820518,chr8,18370607,18371484,+,HAVANA,exon
820521,ENSG00000244593,ENST00000465163,ENST00000465163,single_exon,none,820521,chr8,18383274,18383917,-,HAVANA,exon
820532,ENSG00000271654,ENST00000605477,ENST00000605477,single_exon,none,820532,chr8,18387108,18387777,-,HAVANA,exon
820698,ENSG00000244018,ENST00000490024,RPL35P6-201,single_exon,none,820698,chr8,18774547,18774918,-,HAVANA,exon
820701,ENSG00000283402,ENST00000637086,ENST00000637086,single_exon,none,820701,chr8,18849258,18849707,+,HAVANA,exon
820704,ENSG00000278886,ENST00000623639,ENST00000623639,single_exon,none,820704,chr8,18864681,18865247,-,HAVANA,exon
820707,ENSG00000201157,ENST00000364287,SNORA62.1-201,single_exon,none,820707,chr8,18979619,18979772,+,ENSEMBL,exon
820715,ENSG00000270255,ENST00000603110,ENST00000603110,single_exon,none,820715,chr8,19001627,19001950,+,HAVANA,exon
820734,ENSG00000253557,ENST00000654435,ENST00000654435,single_exon,none,820734,chr8,19244848,19245487,-,HAVANA,exon
820777,ENSG00000279919,ENST00000624331,ENST00000624331,single_exon,none,820777,chr8,19277284,19277573,+,HAVANA,exon
820824,ENSG00000279858,ENST00000623082,ENST00000623082,single_exon,none,820824,chr8,19375128,19375622,-,HAVANA,exon
821143,ENSG00000104613,ENST00000607660,INTS10-219,single_exon,HFE,821143,chr8,19845423,19845914,+,HAVANA,exon
821199,ENSG00000242709,ENST00000465586,RPL30P9-201,single_exon,none,821199,chr8,20113343,20113672,-,HAVANA,exon
821396,ENSG00000222267,ENST00000410335,RNU6-892P-201,single_exon,none,821396,chr8,20229779,20229877,+,ENSEMBL,exon
821422,ENSG00000274467,ENST00000363023,RNA5SP257-201,single_exon,none,821422,chr8,20290174,20290289,+,ENSEMBL,exon
821437,ENSG00000253178,ENST00000520905,ENST00000520905,single_exon,none,821437,chr8,20551201,20551405,+,HAVANA,exon
821453,ENSG00000253866,ENST00000517841,TMEM97P2-201,single_exon,none,821453,chr8,20934435,20934837,-,HAVANA,exon
821586,ENSG00000280215,ENST00000623880,ENST00000623880,single_exon,none,821586,chr8,21129990,21130100,-,HAVANA,exon
821671,ENSG00000273484,ENST00000609216,OR6R2P-201,single_exon,none,821671,chr8,21797460,21797759,+,HAVANA,exon
822358,ENSG00000288677,ENST00000518377,HRURF-201,single_exon,none,822358,chr8,22130458,22131010,-,HAVANA,exon
822749,ENSG00000177725,ENST00000619681,ENST00000619681,single_exon,none,822749,chr8,22169338,22171708,+,HAVANA,exon
822784,ENSG00000208037,ENST00000385302,MIR320A-201,single_exon,none,822784,chr8,22244962,22245043,-,ENSEMBL,exon
823006,ENSG00000201761,ENST00000364891,RNU6-336P-201,single_exon,none,823006,chr8,22434391,22434497,+,ENSEMBL,exon
823103,ENSG00000254272,ENST00000519706,BTF3P3-201,single_exon,none,823103,chr8,22492631,22493044,+,HAVANA,exon
823425,ENSG00000120913,ENST00000622226,PDLIM2-220,single_exon,HFE,823425,chr8,22587732,22594290,+,HAVANA,exon
823621,ENSG00000253200,ENST00000521025,ENST00000521025,single_exon,none,823621,chr8,22613908,22616657,-,HAVANA,exon
823704,ENSG00000261026,ENST00000566457,ENST00000566457,single_exon,none,823704,chr8,22679013,22684009,-,HAVANA,exon
823739,ENSG00000289521,ENST00000685420,ENST00000685420,single_exon,none,823739,chr8,22695456,22696332,+,HAVANA,exon
823783,ENSG00000240116,ENST00000469773,RN7SL303P-201,single_exon,none,823783,chr8,22977877,22978127,+,ENSEMBL,exon
824015,ENSG00000243265,ENST00000498163,RPL23AP55-201,single_exon,none,824015,chr8,23206918,23207369,+,HAVANA,exon
824111,ENSG00000289584,ENST00000685133,ENST00000685133,single_exon,none,824111,chr8,23264102,23264720,+,HAVANA,exon
824356,ENSG00000253483,ENST00000523257,ENST00000523257,single_exon,none,824356,chr8,23483016,23483534,-,HAVANA,exon
824367,ENSG00000289461,ENST00000687004,ENST00000687004,single_exon,none,824367,chr8,23509012,23509748,+,HAVANA,exon
824421,ENSG00000252067,ENST00000516258,RNU4-71P-201,single_exon,none,824421,chr8,23600026,23600138,-,ENSEMBL,exon
824424,ENSG00000253488,ENST00000524174,SINHCAFP3-201,single_exon,none,824424,chr8,23634876,23635507,-,HAVANA,exon
824455,ENSG00000254002,ENST00000686210,ENST00000686210,single_exon,HFE,824455,chr8,23726208,23726943,-,HAVANA,exon
824462,ENSG00000271118,ENST00000603184,ENST00000603184,single_exon,none,824462,chr8,23805933,23806154,-,HAVANA,exon
824465,ENSG00000207027,ENST00000384300,ENST00000384300,single_exon,none,824465,chr8,23806229,23806377,-,ENSEMBL,exon
824479,ENSG00000207201,ENST00000384472,RNU1-148P-201,single_exon,none,824479,chr8,24076997,24077158,-,ENSEMBL,exon
824792,ENSG00000272163,ENST00000607058,ENST00000607058,single_exon,none,824792,chr8,24912163,24914717,-,HAVANA,exon
824828,ENSG00000277586,ENST00000615973,NEFL-202,single_exon,none,824828,chr8,24955225,24956721,-,HAVANA,exon
824831,ENSG00000283327,ENST00000637129,MIR6841-201,single_exon,none,824831,chr8,24953796,24953867,-,ENSEMBL,exon
824834,ENSG00000272157,ENST00000607735,ENST00000607735,single_exon,none,824834,chr8,24955941,24957123,+,HAVANA,exon
824846,ENSG00000253670,ENST00000519036,ENST00000519036,single_exon,none,824846,chr8,25141394,25141968,-,HAVANA,exon
825023,ENSG00000284858,ENST00000643320,ENST00000643320,single_exon,none,825023,chr8,25276945,25277476,-,HAVANA,exon
825026,ENSG00000274988,ENST00000622618,MIR6876-201,single_exon,none,825026,chr8,25345402,25345474,+,ENSEMBL,exon
825175,ENSG00000289357,ENST00000688186,ENST00000688186,single_exon,none,825175,chr8,25508779,25509735,+,HAVANA,exon
825281,ENSG00000199620,ENST00000362750,RNA5SP258-201,single_exon,none,825281,chr8,26136880,26136998,+,ENSEMBL,exon
825504,ENSG00000228451,ENST00000701688,SDAD1P1-204,single_exon,none,825504,chr8,26382352,26382981,-,HAVANA,exon
825668,ENSG00000253208,ENST00000524123,PSME2P5-201,single_exon,none,825668,chr8,26547669,26548463,+,HAVANA,exon
825713,ENSG00000240519,ENST00000486251,ENST00000486251,single_exon,none,825713,chr8,26771790,26772140,+,HAVANA,exon
825716,ENSG00000253813,ENST00000519826,COX6B1P4-201,single_exon,none,825716,chr8,26835817,26836300,-,HAVANA,exon
825719,ENSG00000275115,ENST00000617126,ENST00000617126,single_exon,none,825719,chr8,27010486,27010746,+,HAVANA,exon
825722,ENSG00000215288,ENST00000522530,ENST00000522530,single_exon,none,825722,chr8,27011121,27012371,-,HAVANA,exon
825725,ENSG00000221616,ENST00000408689,MIR548H4-201,single_exon,none,825725,chr8,27048853,27048963,-,ENSEMBL,exon
825728,ENSG00000253899,ENST00000517322,ENST00000517322,single_exon,none,825728,chr8,27063996,27065278,-,HAVANA,exon
826027,ENSG00000273836,ENST00000612539,MIR6842-201,single_exon,none,826027,chr8,27433370,27433434,+,ENSEMBL,exon
826250,ENSG00000289323,ENST00000693331,ENST00000693331,single_exon,none,826250,chr8,27508941,27509421,+,HAVANA,exon
826365,ENSG00000284280,ENST00000617673,MIR6843-201,single_exon,none,826365,chr8,27610601,27610751,-,ENSEMBL,exon
826383,ENSG00000222862,ENST00000410930,RNU6-1086P-201,single_exon,none,826383,chr8,27679836,27679935,+,ENSEMBL,exon
826386,ENSG00000253560,ENST00000518155,ENST00000518155,single_exon,none,826386,chr8,27697217,27697526,-,HAVANA,exon
826389,ENSG00000279302,ENST00000623825,ENST00000623825,single_exon,none,826389,chr8,27701194,27703789,+,HAVANA,exon
826392,ENSG00000265075,ENST00000584551,MIR3622B-201,single_exon,none,826392,chr8,27701673,27701767,-,ENSEMBL,exon
826395,ENSG00000284351,ENST00000636365,MIR3622A-201,single_exon,none,826395,chr8,27701677,27701759,+,ENSEMBL,exon
826539,ENSG00000202242,ENST00000365372,RNU6-1276P-201,single_exon,none,826539,chr8,27773645,27773748,+,ENSEMBL,exon
826614,ENSG00000265847,ENST00000579398,MIR4287-201,single_exon,none,826614,chr8,27886039,27886116,-,ENSEMBL,exon
826617,ENSG00000253290,ENST00000517763,ENST00000517763,single_exon,none,826617,chr8,27903229,27903495,-,HAVANA,exon
826620,ENSG00000253615,ENST00000521019,ENST00000521019,single_exon,none,826620,chr8,27903566,27903715,+,HAVANA,exon
826860,ENSG00000253907,ENST00000517893,ENST00000517893,single_exon,none,826860,chr8,28238430,28238905,+,HAVANA,exon
826867,ENSG00000239198,ENST00000480199,RPL5P22-201,single_exon,none,826867,chr8,28299683,28300566,+,HAVANA,exon
827038,ENSG00000207361,ENST00000384631,RNU6-178P-201,single_exon,none,827038,chr8,28416448,28416551,+,ENSEMBL,exon
827073,ENSG00000265251,ENST00000582598,MIR4288-201,single_exon,none,827073,chr8,28505116,28505182,-,ENSEMBL,exon
827076,ENSG00000202411,ENST00000365541,RNA5SP259-201,single_exon,none,827076,chr8,28530411,28530519,+,ENSEMBL,exon
827428,ENSG00000242958,ENST00000472104,ENST00000472104,single_exon,none,827428,chr8,28810103,28810418,+,HAVANA,exon
827562,ENSG00000273710,ENST00000622685,Metazoa_SRP.32-201,single_exon,none,827562,chr8,28915579,28915864,-,ENSEMBL,exon
827569,ENSG00000200719,ENST00000363849,RNA5SP260-201,single_exon,none,827569,chr8,29048494,29048604,-,ENSEMBL,exon
827572,ENSG00000259366,ENST00000687452,ENST00000687452,single_exon,HFE,827572,chr8,29055929,29057395,+,HAVANA,exon
827694,ENSG00000253770,ENST00000518743,HMGB1P23-201,single_exon,none,827694,chr8,29218905,29219472,+,HAVANA,exon
827727,ENSG00000260253,ENST00000567818,ENST00000567818,single_exon,none,827727,chr8,29352420,29353170,-,HAVANA,exon
827734,ENSG00000288964,ENST00000688901,ENST00000688901,single_exon,none,827734,chr8,29529299,29529922,-,HAVANA,exon
827741,ENSG00000280147,ENST00000624233,ENST00000624233,single_exon,none,827741,chr8,29587001,29588426,+,HAVANA,exon
827744,ENSG00000243844,ENST00000498256,RPL17P33-201,single_exon,none,827744,chr8,29632091,29632644,+,HAVANA,exon
827818,ENSG00000264788,ENST00000579676,MIR3148-201,single_exon,none,827818,chr8,29957272,29957348,-,ENSEMBL,exon
827821,ENSG00000254013,ENST00000519737,MAP2K1P1-201,single_exon,none,827821,chr8,30027713,30028900,+,HAVANA,exon
827824,ENSG00000239175,ENST00000458990,RNU6-1218P-201,single_exon,none,827824,chr8,30043801,30043908,-,ENSEMBL,exon
827897,ENSG00000272256,ENST00000606596,ENST00000606596,single_exon,none,827897,chr8,30082758,30083467,+,HAVANA,exon
827900,ENSG00000289334,ENST00000692612,ENST00000692612,single_exon,none,827900,chr8,30094324,30095370,-,HAVANA,exon
827951,ENSG00000241511,ENST00000492525,RPS15AP24-201,single_exon,none,827951,chr8,30117384,30117779,-,HAVANA,exon
827959,ENSG00000271869,ENST00000607315,DCTN6-DT-201,single_exon,none,827959,chr8,30155828,30156633,-,HAVANA,exon
828014,ENSG00000272375,ENST00000606555,ENST00000606555,single_exon,none,828014,chr8,30197404,30198048,+,HAVANA,exon
828023,ENSG00000254316,ENST00000519722,ENST00000519722,single_exon,none,828023,chr8,30249502,30250092,-,HAVANA,exon
828030,ENSG00000253346,ENST00000518744,ENST00000518744,single_exon,none,828030,chr8,30331961,30332277,-,HAVANA,exon
828033,ENSG00000254152,ENST00000519658,PPIAP84-201,single_exon,none,828033,chr8,30349866,30350347,-,HAVANA,exon
828036,ENSG00000127589,ENST00000518096,TUBBP1-202,single_exon,none,828036,chr8,30351873,30353518,+,HAVANA,exon
828038,ENSG00000127589,ENST00000248151,TUBBP1-201,single_exon,none,828038,chr8,30352008,30353342,+,HAVANA,exon
828196,ENSG00000279041,ENST00000623026,ENST00000623026,single_exon,none,828196,chr8,30552345,30553766,+,HAVANA,exon
828250,ENSG00000254172,ENST00000522581,RNU5A-3P-201,single_exon,none,828250,chr8,30643689,30643802,+,ENSEMBL,exon
828424,ENSG00000271081,ENST00000603871,HIKESHIP3-201,single_exon,none,828424,chr8,30754236,30754539,-,HAVANA,exon
828507,ENSG00000253204,ENST00000523019,ENST00000523019,single_exon,none,828507,chr8,30921060,30921335,+,HAVANA,exon
828510,ENSG00000253793,ENST00000520373,ENST00000520373,single_exon,none,828510,chr8,30983459,30984321,-,HAVANA,exon
828519,ENSG00000172733,ENST00000475541,PURG-202,single_exon,HFE,828519,chr8,31030850,31033715,-,HAVANA,exon
828631,ENSG00000253579,ENST00000519475,SUMO2P16-201,single_exon,none,828631,chr8,31131539,31131802,-,HAVANA,exon
828682,ENSG00000222468,ENST00000410536,RNA5SP261-201,single_exon,none,828682,chr8,31598099,31598204,-,ENSEMBL,exon
829033,ENSG00000252261,ENST00000516452,RNA5SP262-201,single_exon,none,829033,chr8,32192028,32192153,-,ENSEMBL,exon
829036,ENSG00000200246,ENST00000363376,RNA5SP263-201,single_exon,none,829036,chr8,32256496,32256623,+,ENSEMBL,exon
829048,ENSG00000286131,ENST00000652575,ENST00000652575,single_exon,none,829048,chr8,32647202,32647390,+,HAVANA,exon
829051,ENSG00000212407,ENST00000391105,RNU6-663P-201,single_exon,none,829051,chr8,32911493,32911598,-,ENSEMBL,exon
829119,ENSG00000254346,ENST00000523621,MTND1P6-201,single_exon,none,829119,chr8,33014081,33015026,+,HAVANA,exon
829126,ENSG00000253393,ENST00000519957,RANP9-201,single_exon,none,829126,chr8,33039523,33039793,+,HAVANA,exon
829129,ENSG00000253993,ENST00000521887,ENST00000521887,single_exon,none,829129,chr8,33226848,33227147,-,HAVANA,exon
829132,ENSG00000252735,ENST00000516926,RNU6-528P-201,single_exon,none,829132,chr8,33338867,33338966,+,ENSEMBL,exon
829135,ENSG00000272338,ENST00000606064,ENST00000606064,single_exon,none,829135,chr8,33360839,33361415,-,HAVANA,exon
829189,ENSG00000254061,ENST00000521717,ENST00000521717,single_exon,none,829189,chr8,33436268,33436700,-,HAVANA,exon
829273,ENSG00000239039,ENST00000459299,SNORD13-201,single_exon,none,829273,chr8,33513475,33513578,+,ENSEMBL,exon
829276,ENSG00000253232,ENST00000519573,ENST00000519573,single_exon,none,829276,chr8,33523154,33523291,+,HAVANA,exon
829279,ENSG00000252505,ENST00000516696,SNORA70.18-201,single_exon,none,829279,chr8,33540040,33540137,+,ENSEMBL,exon
829282,ENSG00000253995,ENST00000519384,RPL10P18-201,single_exon,none,829282,chr8,33540185,33540493,+,HAVANA,exon
829293,ENSG00000240189,ENST00000472565,RN7SL621P-201,single_exon,none,829293,chr8,33580210,33580508,-,ENSEMBL,exon
829330,ENSG00000253684,ENST00000521828,BUD31P1-201,single_exon,none,829330,chr8,33641581,33641939,-,HAVANA,exon
829333,ENSG00000263794,ENST00000578760,RN7SL457P-201,single_exon,none,829333,chr8,33715784,33716070,+,ENSEMBL,exon
829336,ENSG00000253569,ENST00000523979,VENTXP5-201,single_exon,none,829336,chr8,33722305,33723079,-,HAVANA,exon
829339,ENSG00000240738,ENST00000468681,RPL6P22-201,single_exon,none,829339,chr8,33859480,33860223,-,HAVANA,exon
829342,ENSG00000188512,ENST00000523393,ENST00000523393,single_exon,none,829342,chr8,33969567,33969879,-,HAVANA,exon
829373,ENSG00000215264,ENST00000462503,RPL10AP3-201,single_exon,none,829373,chr8,34322992,34323642,-,HAVANA,exon
829387,ENSG00000243181,ENST00000477341,ENST00000477341,single_exon,none,829387,chr8,34874159,34874633,+,HAVANA,exon
829499,ENSG00000279099,ENST00000623193,ENST00000623193,single_exon,none,829499,chr8,35254344,35256605,+,HAVANA,exon
829502,ENSG00000232024,ENST00000411836,LSM12P1-201,single_exon,none,829502,chr8,35525176,35525763,-,HAVANA,exon
829557,ENSG00000254309,ENST00000519431,ENST00000519431,single_exon,none,829557,chr8,36121398,36121683,-,HAVANA,exon
829560,ENSG00000253504,ENST00000517463,MTCYBP19-201,single_exon,none,829560,chr8,36277763,36278886,-,HAVANA,exon
829563,ENSG00000254384,ENST00000519399,MTND6P19-201,single_exon,none,829563,chr8,36278960,36279483,+,HAVANA,exon
829566,ENSG00000253685,ENST00000517498,MTND5P41-201,single_exon,none,829566,chr8,36279491,36279696,-,HAVANA,exon
829569,ENSG00000253610,ENST00000522549,ENST00000522549,single_exon,none,829569,chr8,36308245,36308364,+,HAVANA,exon
829572,ENSG00000206871,ENST00000384144,RNU6-533P-201,single_exon,none,829572,chr8,36309584,36309690,-,ENSEMBL,exon
829609,ENSG00000244708,ENST00000468780,RPL23P10-201,single_exon,none,829609,chr8,36581180,36581591,-,HAVANA,exon
829612,ENSG00000199985,ENST00000363115,RNA5SP264-201,single_exon,none,829612,chr8,36764445,36764551,+,ENSEMBL,exon
829691,ENSG00000274489,ENST00000611470,ENST00000611470,single_exon,none,829691,chr8,36795255,36795862,-,HAVANA,exon
829694,ENSG00000219491,ENST00000675646,TPT1P8-202,single_exon,HFE,829694,chr8,36887456,36890576,+,HAVANA,exon
829700,ENSG00000243503,ENST00000495560,ENST00000495560,single_exon,none,829700,chr8,36987977,36988412,-,HAVANA,exon
829707,ENSG00000253650,ENST00000523647,SMARCE1P4-201,single_exon,none,829707,chr8,37095150,37095390,+,HAVANA,exon
829752,ENSG00000253161,ENST00000688477,LINC01605-205,single_exon,none,829752,chr8,37492554,37493852,-,HAVANA,exon
829813,ENSG00000254290,ENST00000519691,ENST00000519691,single_exon,HFE,829813,chr8,37597480,37599858,-,HAVANA,exon
829830,ENSG00000223215,ENST00000411283,RNU6-607P-201,single_exon,none,829830,chr8,37668898,37669005,+,ENSEMBL,exon
829939,ENSG00000233170,ENST00000521192,ENST00000521192,single_exon,none,829939,chr8,37747338,37748004,-,HAVANA,exon
830090,ENSG00000280064,ENST00000622942,ENST00000622942,single_exon,none,830090,chr8,37858949,37861333,+,HAVANA,exon
830093,ENSG00000241032,ENST00000478855,RN7SL709P-201,single_exon,none,830093,chr8,37908738,37909037,+,ENSEMBL,exon
830122,ENSG00000188778,ENST00000520341,ADRB3-202,single_exon,none,830122,chr8,37964974,37966597,-,HAVANA,exon
830125,ENSG00000270865,ENST00000605620,RPL12P48-201,single_exon,none,830125,chr8,37983070,37983373,+,HAVANA,exon
830137,ENSG00000260949,ENST00000563059,ENST00000563059,single_exon,none,830137,chr8,38062881,38063791,+,HAVANA,exon
830145,ENSG00000272128,ENST00000607091,ENST00000607091,single_exon,none,830145,chr8,38099471,38099931,+,HAVANA,exon
830265,ENSG00000253437,ENST00000519081,RNU6-988P-201,single_exon,none,830265,chr8,38122374,38122480,+,ENSEMBL,exon
